id,year,title,event_type,authors
1206,1996,A Micropower Analog VLSI HMM State Decoder for Wordspotting,,"['Richard P. Lippmann', 'John Lazzaro', 'John Wawrzynek']"
1207,1996,GTM: A Principled Alternative to the Self-Organizing Map,,"['Christopher K. I. Williams', 'Christopher M. Bishop', 'Markus Svens?n']"
1208,1996,A Mixture of Experts Classifier with Learning Based on Both Labelled and Unlabelled Data,,"['David J. Miller', 'Hasan S. Uyar']"
1209,1996,Complex-Cell Responses Derived from Center-Surround Inputs: The Surprising Power of Intradendritic Computation,,"['Bartlett W. Mel', 'Daniel L. Ruderman', 'Kevin A. Archie']"
121,1988,Learning the Solution to the Aperture Problem for Pattern Motion with a Hebb Rule,,['Martin I. Sereno']
1210,1996,Self-Organizing and Adaptive Algorithms for Generalized Eigen-Decomposition,,"['Chanchal Chatterjee', 'Vwani P. Roychowdhury']"
1211,1996,Learning Bayesian Belief Networks with Neural Network Estimators,,"['Stefano Monti', 'Gregory F. Cooper']"
1212,1996,Selective Integration: A Model for Disparity Estimation,,"['Terrence J. Sejnowski', 'Richard S. Zemel', 'Steven J. Nowlan', 'Alexandre Pouget', 'Michael S. Gray']"
1213,1996,On the Effect of Analog Noise in Discrete-Time Analog Computations,,"['Wolfgang Maass', 'Pekka Orponen']"
1214,1996,A Convergence Proof for the Softassign Quadratic Assignment Algorithm,,"['Eric Mjolsness', 'Alan L. Yuille', 'Steven Gold', 'Anand Rangarajan']"
1215,1996,LSTM can Solve Hard Long Time Lag Problems,,"['J?rgen Schmidhuber', 'Sepp Hochreiter']"
1216,1996,Reinforcement Learning for Dynamic Channel Allocation in Cellular Telephone Systems,,"['Satinder P. Singh', 'Dimitri P. Bertsekas']"
1217,1996,Clustering Sequences with Hidden Markov Models,,['Padhraic Smyth']
1218,1996,On a Modification to the Mean Field EM Algorithm in Factorial Learning,,"['A. P. Dunmur', 'D. M. Titterington']"
1219,1996,MLP Can Provably Generalize Much Better than VC-bounds Indicate,,"['Adam Kowalczyk', 'Herman L. Ferr?']"
122,1988,GEMINI: Gradient Estimation Through Matrix Inversion After Noise Injection,,"['Geoffrey E. Hinton', 'Yann Le Cun', 'Conrad C. Galland']"
1220,1996,The Generalisation Cost of RAMnets,,"['Richard Rohwer', 'Michal Morciniec']"
1221,1996,Multi-Task Learning for Stock Selection,,"['Yoshua Bengio', 'Joumana Ghosn']"
1222,1996,Extraction of Temporal Features in the Electrosensory System of Weakly Electric Fish,,"['Christof Koch', 'Fabrizio Gabbiani', 'Walter Metzner', 'Ralf Wessel']"
1223,1996,Learning Appearance Based Models: Mixtures of Second Moment Experts,,"['Christoph Bregler', 'Jitendra Malik']"
1224,1996,Learning from Demonstration,,['Stefan Schaal']
1225,1996,Dynamics of Training,,"['Manfred Opper', 'Siegfried B?s']"
1226,1996,Viewpoint Invariant Face Recognition using Independent Component Analysis and Attractor Networks,,"['Terrence J. Sejnowski', 'Marian Stewart Bartlett']"
1227,1996,Using Curvature Information for Fast Stochastic Search,,"['Todd K. Leen', 'Genevieve B. Orr']"
1228,1996,Efficient Nonlinear Control with Actor-Tutor Architecture,,['Kenji Doya']
1229,1996,Multidimensional Triangulation and Interpolation for Reinforcement Learning,,['Scott Davies']
123,1988,Linear Learning: Landscapes and Algorithms,,['Pierre Baldi']
1230,1996,Local Bandit Approximation for Optimal Learning Problems,,"['Andrew G. Barto', 'Michael O. Duff']"
1231,1996,Promoting Poor Features to Supervisors: Some Inputs Work Better as Outputs,,"['Virginia R. de Sa', 'Rich Caruana']"
1232,1996,Gaussian Processes for Bayesian Classification via Hybrid Monte Carlo,,"['Christopher K. I. Williams', 'David Barber']"
1233,1996,Fast Network Pruning and Feature Extraction by using the Unit-OBS Algorithm,,"['Achim Stahlberger', 'Martin Riedmiller']"
1234,1996,A Constructive Learning Algorithm for Discriminant Tangent Models,,"['Alessandro Sperduti', 'Diego Sona', 'Antonina Starita']"
1235,1996,Blind Separation of Delayed and Convolved Sources,,"['Anthony J. Bell', 'Te-Won Lee', 'Russell H. Lambert']"
1236,1996,Neural Models for Part-Whole Hierarchies,,"['Peter Dayan', 'Maximilian Riesenhuber']"
1238,1996,Support Vector Regression Machines,,"['Christopher J. C. Burges', 'Harris Drucker', 'Vladimir Vapnik', 'Linda Kaufman', 'Alex J. Smola']"
1239,1996,Multilayer Neural Networks: One or Two Hidden Layers?,,"['Graham Brightwell', 'Claire Kenyon', 'H?l?ne Paugam-Moisy']"
124,1988,Models of Ocular Dominance Column Formation: Analytical and Computational Results,,"['Kenneth D. Miller', 'Joseph B. Keller', 'Michael P. Stryker']"
1240,1996,Predicting Lifetimes in Dynamically Allocated Memory,,"['David A. Cohn', 'Satinder P. Singh']"
1241,1996,Ordered Classes and Incomplete Examples in Classification,,['Mark Mathieson']
1242,1996,Unsupervised Learning by Convex and Conic Coding,,"['H. Sebastian Seung', 'Daniel D. Lee']"
1243,1996,Learning with Noise and Regularizers in Multilayer Neural Networks,,"['Sara A. Solla', 'David Saad']"
1244,1996,A Neural Model of Visual Contour Integration,,['Zhaoping Li']
1245,1996,Sequential Tracking in Pricing Financial Options using Model Based and Neural Network Approaches,,['Mahesan Niranjan']
1247,1996,Genetic Algorithms and Explicit Search Statistics,,['Shumeet Baluja']
1248,1996,Neural Learning in Structured Parameter Spaces - Natural Riemannian Gradient,,['Shun-ichi Amari']
1249,1996,An Analog Implementation of the Constant Average Statistics Constraint For Sensor Calibration,,"['John G. Harris', 'Yu-Ming Chiang']"
125,1988,Training a 3-Node Neural Network is NP-Complete,,"['Avrim Blum', 'Ronald L. Rivest']"
1250,1996,Effective Training of a Neural Network Character Classifier for Word Recognition,,"['Larry S. Yaeger', 'Richard F. Lyon', 'Brandyn J. Webb']"
1251,1996,Multi-effect Decompositions for Financial Data Modeling,,"['John E. Moody', 'Lizhong Wu']"
1252,1996,A Comparison between Neural Networks and other Statistical Techniques for Modeling the Relationship between Tobacco and Alcohol and Cancer,,"['Tony Plate', 'Pierre Band', 'Joel Bert', 'John Grace']"
1253,1996,Improving the Accuracy and Speed of Support Vector Machines,,"['Christopher J. C. Burges', 'Bernhard Sch?lkopf']"
1254,1996,The Effect of Correlated Input Data on the Dynamics of Learning,,"['S?ren Halkj?r', 'Ole Winther']"
1255,1996,A Model of Recurrent Interactions in Primary Visual Cortex,,"['Emanuel Todorov', 'Athanassios Siapas', 'David Somers']"
1256,1996,The Learning Dynamcis of a Universal Approximator,,"['David Saad', 'Ansgar H. L. West', 'Ian T. Nabney']"
1257,1996,Removing Noise in On-Line Search using Adaptive Batch Sizes,,['Genevieve B. Orr']
1258,1996,A Constructive RBF Network for Writer Adaptation,,"['John C. Platt', 'Nada Matic']"
1259,1996,Are Hopfield Networks Faster than Conventional Computers?,,"['Ian Parberry', 'Hung-Li Tseng']"
126,1988,Computer Modeling of Associative Learning,,"['Daniel L. Alkon', 'Francis K. H. Quek', 'Thomas P. Vogl']"
1260,1996,Clustering via Concave Minimization,,"['Paul S. Bradley', 'Olvi L. Mangasarian', 'W. Nick Street']"
1261,1996,Continuous Sigmoidal Belief Networks Trained using Slice Sampling,,['Brendan J. Frey']
1262,1996,Temporal Low-Order Statistics of Natural Sounds,,"['Hagai Attias', 'Christoph E. Schreiner']"
1263,1996,Training Algorithms for Hidden Markov Models using Entropy Based Distance Functions,,"['Yoram Singer', 'Manfred K. Warmuth']"
1264,1996,Hidden Markov Decision Trees,,"['Michael I. Jordan', 'Zoubin Ghahramani', 'Lawrence K. Saul']"
1265,1996,A Silicon Model of Amplitude Modulation Detection in the Auditory Brainstem,,"['Andr? van Schaik', 'Eric Fragni?re', 'Eric A. Vittoz']"
1266,1996,Learning Temporally Persistent Hierarchical Representations,,['Suzanna Becker']
1267,1996,Adaptive Access Control Applied to Ethernet Data,,['Timothy X. Brown']
1268,1996,A Mean Field Algorithm for Bayes Learning in Large Feed-forward Neural Networks,,"['Manfred Opper', 'Ole Winther']"
1269,1996,Analysis of Temporal-Diffference Learning with Function Approximation,,"['Benjamin Van Roy', 'John N. Tsitsiklis']"
127,1988,Optimization by Mean Field Annealing,,"['Griff Bilbro', 'Reinhold Mann', 'Thomas K. Miller', 'Wesley E. Snyder', 'David E. van den Bout', 'Mark White']"
1270,1996,Monotonicity Hints,,"['Yaser S. Abu-Mostafa', 'Joseph Sill']"
1271,1996,Online Learning from Finite Training Sets: An Analytical Case Study,,"['Peter Sollich', 'David Barber']"
1272,1996,Bayesian Model Comparison by Monte Carlo Chaining,,"['Christopher M. Bishop', 'David Barber']"
1273,1996,Multi-Grid Methods for Reinforcement Learning in Controlled Diffusion Processes,,['Stephan Pareigis']
1274,1996,Learning Exact Patterns of Quasi-synchronization among Spiking Neurons from Data on Multi-unit Recordings,,"['Eilon Vaadia', 'Gustavo Deco', 'Laura Martignon', 'Kathryn B. Laskey']"
1275,1996,Representation and Induction of Finite State Machines using Time-Delay Neural Networks,,"['C. Lee Giles', 'Garrison W. Cottrell', 'Bill G. Horne', 'Daniel S. Clouse']"
1276,1996,Neural Network Modeling of Speech and Music Signals,,['Alex R?bel']
1277,1996,A Hierarchical Model of Visual Rivalry,,['Peter Dayan']
1278,1996,Reinforcement Learning for Mixed Open-loop and Closed-loop Control,,"['Andrew G. Barto', 'Eric A. Hansen', 'Shlomo Zilberstein']"
1279,1996,Adaptively Growing Hierarchical Mixtures of Experts,,"['Alex Waibel', 'Michael Finke', 'J?rgen Fritsch']"
128,1988,Electronic Receptors for Tactile/Haptic Sensing,,['Andreas G. Andreou']
1280,1996,Ensemble Methods for Phoneme Classification,,"['Steve R. Waterhouse', 'Gary Cook']"
1281,1996,Dynamically Adaptable CMOS Winner-Take-All Neural Network,,"['Kunihiko Iizuka', 'Masayuki Miyamoto', 'Hirofumi Matsui']"
1282,1996,Unification of Information Maximization and Minimization,,['Ryotaro Kamimura']
1283,1996,A Variational Principle for Model-based Morphing,,"['Michael I. Jordan', 'Lawrence K. Saul']"
1284,1996,Analytical Mean Squared Error Curves in Temporal Difference Learning,,"['Peter Dayan', 'Satinder P. Singh']"
1285,1996,Spectroscopic Detection of Cervical Pre-Cancer through Radial Basis Function Networks,,"['Kagan Tumer', 'Nirmala Ramanujam', 'Rebecca R. Richards-Kortum', 'Joydeep Ghosh']"
1286,1996,"Analog VLSI Circuits for Attention-Based, Visual Tracking",,"['Christof Koch', 'Stephen P. DeWeerth', 'Timothy K. Horiuchi', 'Tonia G. Morris']"
1287,1996,VLSI Implementation of Cortical Visual Motion Detection Using an Analog Neural Computer,,"['Paul Mueller', 'Jan Van der Spiegel', 'Ralph Etienne-Cummings', 'Naomi Takahashi', 'Alyssa Apsel']"
1288,1996,Minimizing Statistical Bias with Queries,,['David A. Cohn']
1289,1996,The CONDENSATION Algorithm - Conditional Density Propagation and Applications to Visual Tracking,,"['Andrew Blake', 'Michael Isard']"
129,1988,Scaling and Generalization in Neural Networks: A Case Study,,"['Gerald Tesauro', 'Subutai Ahmad']"
1290,1996,Separating Style and Content,,"['Joshua B. Tenenbaum', 'William T. Freeman']"
1291,1996,Contour Organisation with the EM Algorithm,,"['Edwin R. Hancock', 'Jos? A. F. Leite']"
1292,1996,Why did TD-Gammon Work?,,"['Jordan B. Pollack', 'Alan D. Blair']"
1293,1996,Bayesian Unsupervised Learning of Higher Order Structure,,"['Terrence J. Sejnowski', 'Michael S. Lewicki']"
1294,1996,Dynamic Features for Visual Speechreading: A Systematic Comparison,,"['Terrence J. Sejnowski', 'Javier R. Movellan', 'Michael S. Gray']"
1295,1996,Limitations of Self-organizing Maps for Vector Quantization and Multidimensional Scaling,,['Arthur Flexer']
1296,1996,3D Object Recognition: A Model of View-Tuned Neurons,,"['Tomaso Poggio', 'Emanuela Bricolo', 'Nikos K. Logothetis']"
1297,1996,Approximate Solutions to Optimal Stopping Problems,,"['Benjamin Van Roy', 'John N. Tsitsiklis']"
1298,1996,488 Solutions to the XOR Problem,,"['Frans Coetzee', 'Virginia L. Stonick']"
1299,1996,The Neurothermostat: Predictive Optimal Control of Residential Heating Systems,,"['Michael C. Mozer', 'Robert H. Dodier', 'Lucky Vidmar']"
13,1987,Temporal Patterns of Activity in Neural Networks,,['Paolo Gaudiano']
130,1988,Statistical Prediction with Kanerva's Sparse Distributed Memory,,['David Rogers']
1301,1996,Reconstructing Stimulus Velocity from Neuronal Responses in Area MT,,"['Wyeth Bair', 'James R. Cavanaugh', 'J. Anthony Movshon']"
1302,1996,On-line Policy Improvement using Monte-Carlo Search,,"['Gerald Tesauro', 'Gregory R. Galperin']"
1303,1996,Size of Multilayer Networks for Exact Learning: Analytic Approach,,"['H?l?ne Paugam-Moisy', 'Andr? Elisseeff']"
1304,1996,Spatial Decorrelation in Orientation Tuned Cortical Cells,,"['Jack D. Cowan', 'Alexander Dimitrov']"
1305,1996,Rapid Visual Processing using Spike Asynchrony,,"['Simon J. Thorpe', 'Jacques Gautrais']"
1306,1996,Practical Confidence and Prediction Intervals,,['Tom Heskes']
1307,1996,Noisy Spiking Neurons with Temporal Coding have more Computational Power than Sigmoidal Neurons,,['Wolfgang Maass']
1308,1996,Softening Discrete Relaxation,,"['Andrew M. Finch', 'Richard C. Wilson', 'Edwin R. Hancock']"
1309,1996,Interpreting Images by Propagating Bayesian Beliefs,,['Yair Weiss']
131,1988,Modeling Small Oscillating Biological Networks in Analog VLSI,,"['James M. Bower', 'Carver Mead', 'Sylvie Ryckebusch']"
1310,1996,Salient Contour Extraction by Temporal Binding in a Cortically-based Network,,"['Leif H. Finkel', 'Shih-Cheng Yen']"
1311,1996,"Consistent Classification, Firm and Soft",,['Yoram Baram']
1312,1996,Statistically Efficient Estimations Using Cortical Lateral Connections,,"['Alexandre Pouget', 'Kechen Zhang']"
1313,1996,Interpolating Earth-science Data using RBF Networks and Mixtures of Experts,,"['Ernest Wan', 'Don Bone']"
1314,1996,Smoothing Regularizers for Projective Basis Function Networks,,"['John E. Moody', 'Thorsteinn S. R?gnvaldsson']"
1315,1996,One-unit Learning Rules for Independent Component Analysis,,"['Aapo Hyv?rinen', 'Erkki Oja']"
1316,1996,Recursive Algorithms for Approximating Probabilities in Graphical Models,,"['Michael I. Jordan', 'Tommi Jaakkola']"
1317,1996,Exploiting Model Uncertainty Estimates for Safe Dynamic Control Learning,,['Jeff G. Schneider']
1318,1996,Triangulation by Continuous Embedding,,"['Michael I. Jordan', 'Marina Meila']"
1319,1996,Cholinergic Modulation Preserves Spike Timing Under Physiologically Realistic Fluctuating Input,,"['Terrence J. Sejnowski', 'Akaysha C. Tang', 'Andreas M. Bartels']"
132,1988,Theory of Self-Organization of Cortical Maps,,['Shigeru Tanaka']
1320,1996,An Orientation Selective Neural Network for Pattern Identification in Particle Detectors,,"['David Horn', 'Halina Abramowicz', 'Ury Naftaly', 'Carmit Sahar-Pikielny']"
1321,1996,Edges are the 'Independent Components' of Natural Scenes.,,"['Terrence J. Sejnowski', 'Anthony J. Bell']"
1322,1996,A Spike Based Learning Neuron in Analog VLSI,,"['Lloyd Watts', 'Philipp H?fliger', 'Misha Mahowald']"
1323,1996,NeuroScale: Novel Topographic Feature Extraction using RBF Networks,,"['David Lowe', 'Michael E. Tipping']"
1324,1996,Probabilistic Interpretation of Population Codes,,"['Richard S. Zemel', 'Peter Dayan', 'Alexandre Pouget']"
1325,1996,Combinations of Weak Classifiers,,"['Chuanyi Ji', 'Sheng Ma']"
1326,1996,Estimating Equivalent Kernels for Neural Networks: A Data Perturbation Approach,,['A. Neil Burgess']
1327,1996,"Compositionality, MDL Priors, and Object Recognition",,"['Elie Bienenstock', 'Stuart Geman', 'Daniel Potter']"
1328,1996,MIMIC: Finding Optima by Estimating Probability Densities,,"['Paul A. Viola', 'Jeremy S. De Bonet', 'Charles Lee Isbell Jr.']"
1329,1996,ARTEX: A Self-organizing Architecture for Classifying Image Regions,,"['Stephen Grossberg', 'James R. Williamson']"
133,1988,A Back-Propagation Algorithm with Optimal Use of Hidden Units,,['Yves Chauvin']
1330,1996,Orientation Contrast Sensitivity from Long-range Interactions in Visual Cortex,,"['Klaus Pawelzik', 'Theo Geisel', 'Udo Ernst', 'Fred Wolf']"
1331,1997,Recovering Perspective Pose with a Dual Step EM Algorithm,,"['Edwin R. Hancock', 'Andrew D. J. Cross']"
1332,1997,Mapping a Manifold of Perceptual Observations,,['Joshua B. Tenenbaum']
1333,1997,The Efficiency and the Robustness of Natural Gradient Descent Learning Rule,,"['Shun-ichi Amari', 'Howard Hua Yang']"
1334,1997,Features as Sufficient Statistics,,"['Davi Geiger', 'Archisman Rudra', 'Laurance T. Maloney']"
1335,1997,Training Methods for Adaptive Boosting of Neural Networks,,"['Yoshua Bengio', 'Holger Schwenk']"
1336,1997,Minimax and Hamiltonian Dynamics of Excitatory-Inhibitory Networks,,"['John J. Hopfield', 'H. Sebastian Seung', 'Tom J. Richardson', 'J. C. Lagarias']"
1337,1997,Analog VLSI Model of Intersegmental Coordination with Nearest-Neighbor Coupling,,"['Stephen P. DeWeerth', 'Girish N. Patel', 'Jeremy H. Holleman']"
1338,1997,Dynamic Stochastic Synapses as Computational Units,,"['Anthony M. Zador', 'Wolfgang Maass']"
1339,1997,Modeling Acoustic Correlations by Factor Analysis,,"['Lawrence K. Saul', 'Mazin G. Rahim']"
134,1988,Efficient Parallel Learning Algorithms for Neural Networks,,"['Alan H. Kramer', 'Alberto Sangiovanni-Vincentelli']"
1340,1997,Generalization in Decision Trees and DNF: Does Size Matter?,,"['Peter L. Bartlett', 'Mostefa Golea', 'Wee Sun Lee', 'Llew Mason']"
1341,1997,Nonlinear Markov Networks for Continuous Variables,,"['Volker Tresp', 'Reimar Hofmann']"
1342,1997,Multiplicative Updating Rule for Blind Separation Derived from the Method of Scoring,,['Howard Hua Yang']
1343,1997,Extended ICA Removes Artifacts from Electroencephalographic Recordings,,"['Terrence J. Sejnowski', 'Scott Makeig', 'Tzyy-Ping Jung', 'Te-Won Lee', 'Colin Humphries', 'Martin J. McKeown', 'Vicente Iragui']"
1344,1997,Analytical Study of the Interplay between Architecture and Predictability,,"['Ido Kanter', 'Avner Priel', 'David A. Kessler']"
